 1.498962e+03 1 
  1.362693e+03 1 
  1.249135e+03 1 
  1.153048e+03 1 
  1.070687e+03 1 
  9.993082e+02 1 
  9.368514e+02 1 
  8.817425e+02 1 
  8.327568e+02 1 
  7.889275e+02 1 
  7.494811e+02 1 
  7.137916e+02 1 
  6.813465e+02 1 
  6.517227e+02 1 
  6.245676e+02 1 
  5.995849e+02 1 
  5.765240e+02 1 
  5.551712e+02 1 
  5.353437e+02 1 
  5.168835e+02 1 
  4.996541e+02 1 
  4.835362e+02 1 
  4.684257e+02 1 
  4.542310e+02 1 
  4.408713e+02 1 
  4.282749e+02 1 
  4.163784e+02 1 
  4.051249e+02 1 
  3.944638e+02 1 
  3.843493e+02 1 
  3.747406e+02 1 
  3.656006e+02 1 
  3.568958e+02 1 
  3.485959e+02 1 
  3.406732e+02 1 
  3.331027e+02 1 
  3.258614e+02 1 
  3.189281e+02 1 
  3.122838e+02 1 
  3.059107e+02 1 
  2.997925e+02 1 
  2.939142e+02 1 
  2.882620e+02 1 
  2.828231e+02 1 
  2.775856e+02 1 
  2.725386e+02 1 
  2.676718e+02 1 
  2.629758e+02 1 
  2.584418e+02 1 
  2.540614e+02 1 
  2.498270e+02 1 
 
